Locus_Tag	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SAOUHSC_00772	4.11443216933578	1.49343725687611	0.997176053972563	1.49766658648344	0.134219897239438	0.200419510148091
SAOUHSC_00773	611.301643501002	1.76558688745874	0.29597511535462	5.96532206886148	2.44151975429164e-09	1.95321580343331e-08
SAOUHSC_00774	760.73737734528	-1.74141541116798	0.449717062857535	-3.87224669685178	0.00010783672237923	0.000360153713577235
SAOUHSC_00775	181.672159523783	-1.33468501911848	0.534115693775444	-2.49886875572621	0.0124590443531152	0.0254393216822866
SAOUHSC_00776	2849.81285569794	1.35218260694954	0.210651900552641	6.41903824936836	1.37137952624991e-10	1.30139188146199e-09
SAOUHSC_A00747	1.06369077956097	3.33925428740011	2.52012564539287	1.32503484241142	0.185159595271467	0.264551173392108
SAOUHSC_00779	4279.26176503611	1.32935167417375	0.207754019923049	6.39868087590382	1.56725011353113e-10	1.46703139878832e-09
SAOUHSC_00780	19721.1099600983	0.922702327466519	0.394916790067649	2.33644745088823	0.0194679333447374	0.0375706539724526
SAOUHSC_00781	3326.13888547298	-1.8996371007664	0.29614301810474	-6.41459357348257	1.41199042106988e-10	1.33532564906678e-09
SAOUHSC_00782	1597.69648596336	-2.30315052544759	0.332320119887725	-6.93051785797895	4.19302830036133e-12	4.86886661712843e-11
